UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
104160,"R",1197,"R",650,"R",547,"R",12,"R",9,"R",3,"R",19,"R",8,"R",11,"R",71,"R",61,"R",10,"R",613,"R",298,"R",315,"R",6,"R",2,"R",4,"R",357,"R",214,"R",143,"R",1,"R",1,"Z",0,"R",48,"R",33,"R",15,"R",70,"R",24,"R",46
104179,"R",9146,"R",4210,"R",4936,"R",163,"R",60,"R",103,"R",539,"R",265,"R",274,"R",234,"R",115,"R",119,"R",1401,"R",580,"R",821,"R",16,"R",9,"R",7,"R",5291,"R",2411,"R",2880,"R",340,"R",151,"R",189,"R",303,"R",157,"R",146,"R",859,"R",462,"R",397
104188,"R",46,"R",17,"R",29,"R",2,"R",1,"R",1,"R",2,"R",0,"R",2,"R",3,"R",0,"R",3,"R",15,"R",7,"R",8,"R",0,"R",0,"R",0,"R",24,"R",9,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
104294,"R",83,"R",9,"R",74,"R",2,"R",1,"R",1,"R",2,"R",0,"R",2,"R",4,"R",1,"R",3,"R",12,"R",3,"R",9,"R",2,"R",0,"R",2,"R",60,"R",4,"R",56,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
104346,"R",1041,"R",546,"R",495,"R",47,"R",30,"R",17,"R",16,"R",7,"R",9,"R",58,"R",34,"R",24,"R",268,"R",154,"R",114,"R",3,"R",2,"R",1,"R",583,"R",301,"R",282,"R",15,"R",5,"R",10,"R",51,"R",13,"R",38,"R",0,"R",0,"R",0
104364,"R",223,"R",82,"R",141,"R",11,"R",4,"R",7,"R",4,"R",3,"R",1,"R",24,"R",7,"R",17,"R",104,"R",37,"R",67,"R",2,"R",2,"Z",0,"R",78,"R",29,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104391,"R",58,"R",8,"R",50,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",2,"Z",0,"R",2,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",47,"R",4,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",2575,"R",1643,"R",932,"R",33,"R",24,"R",9,"R",72,"R",43,"R",29,"R",195,"R",141,"R",54,"R",689,"R",370,"R",319,"R",7,"R",5,"R",2,"R",1441,"R",975,"R",466,"R",39,"R",17,"R",22,"R",93,"R",64,"R",29,"R",6,"R",4,"R",2
104434,"R",40,"R",6,"R",34,"R",9,"R",1,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",15,"R",1,"R",14,"R",8,"R",2,"R",6,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
104443,"R",70,"R",3,"R",67,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",20,"R",1,"R",19,"R",2,"R",1,"R",1,"R",37,"R",1,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
104504,"R",121,"R",25,"R",96,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",41,"R",11,"R",30,"R",1,"Z",0,"R",1,"R",70,"R",14,"R",56,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104568,"R",170,"R",20,"R",150,"R",1,"R",0,"R",1,"R",5,"R",0,"R",5,"R",11,"R",1,"R",10,"R",46,"R",10,"R",36,"R",0,"R",0,"R",0,"R",95,"R",7,"R",88,"R",1,"R",1,"R",0,"R",11,"R",1,"R",10,"R",0,"R",0,"R",0
104577,"R",1351,"R",845,"R",506,"R",67,"R",31,"R",36,"R",11,"R",6,"R",5,"R",107,"R",103,"R",4,"R",273,"R",186,"R",87,"R",3,"R",1,"R",2,"R",841,"R",499,"R",342,"R",1,"R",1,"R",0,"R",38,"R",16,"R",22,"R",10,"R",2,"R",8
104586,"R",336,"R",273,"R",63,"R",4,"R",4,"Z",0,"R",19,"R",16,"R",3,"R",5,"R",3,"R",2,"R",31,"R",27,"R",4,"R",2,"R",2,"Z",0,"R",217,"R",179,"R",38,"R",9,"R",6,"R",3,"R",33,"R",22,"R",11,"R",16,"R",14,"R",2
104665,"R",12,"R",6,"R",6,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",2,"Z",0,"R",2
104708,"R",2039,"R",934,"R",1105,"R",30,"R",9,"R",21,"R",75,"R",33,"R",42,"R",111,"R",54,"R",57,"R",472,"R",214,"R",258,"R",1,"Z",0,"R",1,"R",1225,"R",557,"R",668,"R",36,"R",15,"R",21,"R",70,"R",40,"R",30,"R",19,"R",12,"R",7
104717,"R",10719,"R",2366,"R",8353,"R",68,"R",19,"R",49,"R",835,"R",65,"R",770,"R",1661,"R",330,"R",1331,"R",788,"R",190,"R",598,"R",43,"R",13,"R",30,"R",4677,"R",1180,"R",3497,"R",140,"R",40,"R",100,"R",2504,"R",527,"R",1977,"R",3,"R",2,"R",1
104805,"R",688,"R",132,"R",556,"R",33,"R",5,"R",28,"R",11,"R",3,"R",8,"R",130,"R",25,"R",105,"R",118,"R",25,"R",93,"Z",0,"Z",0,"Z",0,"R",367,"R",66,"R",301,"R",19,"R",5,"R",14,"R",9,"R",3,"R",6,"R",1,"Z",0,"R",1
104911,"R",117,"R",7,"R",110,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",10,"R",1,"R",9,"R",50,"R",2,"R",48,"R",0,"R",0,"R",0,"R",39,"R",2,"R",37,"R",2,"R",2,"R",0,"R",14,"R",0,"R",14,"R",0,"R",0,"R",0
105118,"R",251,"R",37,"R",214,"R",7,"Z",0,"R",7,"R",2,"R",1,"R",1,"R",11,"R",2,"R",9,"R",78,"R",11,"R",67,"Z",0,"Z",0,"Z",0,"R",133,"R",17,"R",116,"Z",0,"Z",0,"Z",0,"R",20,"R",6,"R",14,"Z",0,"Z",0,"Z",0
105145,"R",1107,"R",468,"R",639,"R",52,"R",25,"R",27,"R",45,"R",17,"R",28,"R",101,"R",43,"R",58,"R",234,"R",113,"R",121,"R",3,"R",2,"R",1,"R",624,"R",250,"R",374,"R",4,"R",1,"R",3,"R",36,"R",15,"R",21,"R",8,"R",2,"R",6
105154,"R",2475,"R",1185,"R",1290,"R",61,"R",29,"R",32,"R",109,"R",47,"R",62,"R",84,"R",47,"R",37,"R",381,"R",175,"R",206,"R",4,"R",2,"R",2,"R",1647,"R",803,"R",844,"R",37,"R",13,"R",24,"R",127,"R",59,"R",68,"R",25,"R",10,"R",15
105163,"R",166,"R",135,"R",31,"R",5,"R",4,"R",1,"R",5,"R",4,"R",1,"R",9,"R",7,"R",2,"R",65,"R",47,"R",18,"Z",0,"Z",0,"Z",0,"R",70,"R",61,"R",9,"R",3,"R",3,"Z",0,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"Z",0
105172,"R",252,"R",197,"R",55,"R",32,"R",20,"R",12,"R",7,"R",5,"R",2,"R",21,"R",16,"R",5,"R",62,"R",46,"R",16,"R",4,"R",3,"R",1,"R",114,"R",99,"R",15,"R",2,"R",2,"Z",0,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0
105206,"R",632,"R",175,"R",457,"R",9,"R",4,"R",5,"R",11,"R",1,"R",10,"R",7,"R",4,"R",3,"R",87,"R",25,"R",62,"R",4,"Z",0,"R",4,"R",506,"R",139,"R",367,"R",3,"R",1,"R",2,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0
105215,"R",1218,"R",1166,"R",52,"R",22,"R",20,"R",2,"R",10,"R",10,"R",0,"R",29,"R",27,"R",2,"R",130,"R",123,"R",7,"R",11,"R",10,"R",1,"R",897,"R",861,"R",36,"R",64,"R",61,"R",3,"R",53,"R",52,"R",1,"R",2,"R",2,"R",0
105297,"R",105,"R",21,"R",84,"R",100,"R",18,"R",82,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
105330,"R",6108,"R",2270,"R",3838,"R",198,"R",62,"R",136,"R",116,"R",44,"R",72,"R",163,"R",62,"R",101,"R",989,"R",312,"R",677,"R",12,"R",4,"R",8,"R",4219,"R",1597,"R",2622,"R",174,"R",66,"R",108,"R",187,"R",99,"R",88,"R",50,"R",24,"R",26
105349,"R",358,"R",173,"R",185,"R",71,"R",29,"R",42,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",32,"R",23,"R",9,"R",0,"R",0,"R",0,"R",239,"R",111,"R",128,"R",0,"R",0,"R",0,"R",13,"R",8,"R",5,"R",0,"R",0,"R",0
105367,"R",423,"R",111,"R",312,"R",7,"R",1,"R",6,"R",10,"R",4,"R",6,"R",24,"R",6,"R",18,"R",54,"R",13,"R",41,"R",0,"R",0,"R",0,"R",202,"R",53,"R",149,"R",0,"R",0,"R",0,"R",126,"R",34,"R",92,"R",0,"R",0,"R",0
105428,"R",1373,"R",456,"R",917,"R",43,"R",9,"R",34,"R",38,"R",13,"R",25,"R",127,"R",63,"R",64,"R",482,"R",138,"R",344,"R",3,"R",1,"R",2,"R",573,"R",188,"R",385,"R",14,"R",4,"R",10,"R",85,"R",35,"R",50,"R",8,"R",5,"R",3
105482,"R",83,"R",26,"R",57,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",9,"R",3,"R",6,"R",1,"R",1,"Z",0,"R",58,"R",18,"R",40,"R",1,"Z",0,"R",1,"R",10,"R",4,"R",6,"Z",0,"Z",0,"Z",0
105516,"R",1416,"R",581,"R",835,"R",10,"R",4,"R",6,"R",27,"R",9,"R",18,"R",102,"R",44,"R",58,"R",178,"R",63,"R",115,"R",19,"R",9,"R",10,"R",573,"R",245,"R",328,"R",10,"R",6,"R",4,"R",462,"R",188,"R",274,"R",35,"R",13,"R",22
105525,"R",5576,"R",2367,"R",3209,"R",168,"R",59,"R",109,"R",141,"R",60,"R",81,"R",203,"R",113,"R",90,"R",1878,"R",762,"R",1116,"R",11,"R",5,"R",6,"R",2804,"R",1185,"R",1619,"R",181,"R",72,"R",109,"R",102,"R",75,"R",27,"R",88,"R",36,"R",52
105534,"R",1022,"R",236,"R",786,"R",10,"R",0,"R",10,"R",41,"R",18,"R",23,"R",60,"R",19,"R",41,"R",420,"R",85,"R",335,"R",8,"R",2,"R",6,"R",443,"R",97,"R",346,"R",23,"R",11,"R",12,"R",17,"R",4,"R",13,"R",0,"R",0,"R",0
105543,"R",608,"R",93,"R",515,"R",74,"R",7,"R",67,"R",5,"R",0,"R",5,"R",15,"R",4,"R",11,"R",290,"R",43,"R",247,"R",1,"R",0,"R",1,"R",116,"R",16,"R",100,"R",37,"R",7,"R",30,"R",70,"R",16,"R",54,"R",0,"R",0,"R",0
105589,"R",275,"R",95,"R",180,"R",2,"R",0,"R",2,"R",4,"R",2,"R",2,"R",5,"R",2,"R",3,"R",14,"R",5,"R",9,"R",0,"R",0,"R",0,"R",220,"R",77,"R",143,"R",17,"R",5,"R",12,"R",7,"R",3,"R",4,"R",6,"R",1,"R",5
105659,"R",487,"R",479,"R",8,"R",39,"R",37,"R",2,"R",6,"R",6,"R",0,"R",34,"R",34,"R",0,"R",116,"R",114,"R",2,"R",1,"R",0,"R",1,"R",227,"R",226,"R",1,"R",26,"R",24,"R",2,"R",37,"R",37,"R",0,"R",1,"R",1,"R",0
105668,"R",4341,"R",2148,"R",2193,"R",110,"R",40,"R",70,"R",62,"R",29,"R",33,"R",465,"R",186,"R",279,"R",1095,"R",634,"R",461,"R",16,"R",9,"R",7,"R",2332,"R",1113,"R",1219,"R",50,"R",27,"R",23,"R",208,"R",109,"R",99,"R",3,"R",1,"R",2
105677,"R",52,"R",50,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",3,"R",3,"Z",0,"R",0,"Z",0,"R",0,"R",47,"R",45,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
105701,"R",28,"R",3,"R",25,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"R",2,"R",9,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",12,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
105747,"R",1161,"R",499,"R",662,"R",46,"R",13,"R",33,"R",28,"R",11,"R",17,"R",40,"R",19,"R",21,"R",144,"R",64,"R",80,"R",1,"Z",0,"R",1,"R",809,"R",351,"R",458,"R",21,"R",5,"R",16,"R",57,"R",30,"R",27,"R",15,"R",6,"R",9
105792,"R",398,"R",159,"R",239,"R",15,"R",3,"R",12,"R",16,"R",10,"R",6,"R",76,"R",21,"R",55,"R",179,"R",72,"R",107,"Z",0,"Z",0,"Z",0,"R",82,"R",38,"R",44,"R",5,"R",2,"R",3,"R",24,"R",12,"R",12,"R",1,"R",1,"Z",0
105899,"R",84,"R",50,"R",34,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",74,"R",43,"R",31,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",2,"R",1,"R",1
105987,"R",282,"R",130,"R",152,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"R",19,"R",10,"R",9,"R",161,"R",73,"R",88,"R",1,"Z",0,"R",1,"R",83,"R",41,"R",42,"Z",0,"Z",0,"Z",0,"R",14,"R",5,"R",9,"Z",0,"Z",0,"Z",0
106041,"R",1389,"R",1360,"R",29,"R",69,"R",67,"R",2,"R",44,"R",42,"R",2,"R",50,"R",50,"R",0,"R",281,"R",275,"R",6,"R",44,"R",41,"R",3,"R",753,"R",741,"R",12,"R",108,"R",104,"R",4,"R",39,"R",39,"R",0,"R",1,"R",1,"R",0
106102,"R",596,"R",258,"R",338,"R",13,"R",5,"R",8,"R",6,"R",4,"R",2,"R",74,"R",26,"R",48,"R",52,"R",25,"R",27,"Z",0,"Z",0,"Z",0,"R",320,"R",133,"R",187,"R",37,"R",22,"R",15,"R",80,"R",37,"R",43,"R",14,"R",6,"R",8
106111,"R",75,"R",7,"R",68,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",11,"R",2,"R",9,"R",33,"R",2,"R",31,"R",0,"R",0,"R",0,"R",23,"R",2,"R",21,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0
106148,"R",1028,"R",491,"R",537,"R",11,"R",4,"R",7,"R",4,"R",3,"R",1,"R",1,"R",1,"Z",0,"R",115,"R",42,"R",73,"Z",0,"Z",0,"Z",0,"R",459,"R",199,"R",260,"R",11,"R",6,"R",5,"R",427,"R",236,"R",191,"Z",0,"Z",0,"Z",0
106245,"R",2381,"R",879,"R",1502,"R",9,"R",1,"R",8,"R",58,"R",32,"R",26,"R",478,"R",114,"R",364,"R",64,"R",28,"R",36,"R",3,"R",2,"R",1,"R",1527,"R",578,"R",949,"R",62,"R",22,"R",40,"R",43,"R",15,"R",28,"R",137,"R",87,"R",50
106263,"R",891,"R",256,"R",635,"R",6,"R",1,"R",5,"R",29,"R",5,"R",24,"R",78,"R",15,"R",63,"R",25,"R",12,"R",13,"R",1,"R",0,"R",1,"R",709,"R",203,"R",506,"R",12,"R",5,"R",7,"R",2,"R",0,"R",2,"R",29,"R",15,"R",14
106281,"R",28,"R",13,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",6,"R",8,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",12,"R",5,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106306,"R",121,"R",64,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",111,"R",55,"R",56,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1
106315,"R",19,"R",1,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"Z",0,"R",16,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
106324,"R",17,"R",0,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",15,"R",0,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106342,"R",120,"R",60,"R",60,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",5,"R",3,"R",2,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",93,"R",47,"R",46,"Z",0,"Z",0,"Z",0,"R",9,"R",4,"R",5,"R",7,"R",5,"R",2
106351,"R",61,"R",34,"R",27,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",57,"R",31,"R",26,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
106360,"R",29,"R",4,"R",25,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",7,"R",3,"R",4,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",14,"R",0,"R",14,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106397,"R",4761,"R",2379,"R",2382,"R",62,"R",27,"R",35,"R",131,"R",74,"R",57,"R",229,"R",110,"R",119,"R",186,"R",85,"R",101,"R",5,"R",2,"R",3,"R",3726,"R",1828,"R",1898,"R",89,"R",48,"R",41,"R",25,"R",17,"R",8,"R",308,"R",188,"R",120
106412,"R",429,"R",191,"R",238,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",396,"R",168,"R",228,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",27,"R",19,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1
106449,"R",1132,"R",554,"R",578,"R",7,"R",1,"R",6,"R",6,"R",2,"R",4,"R",36,"R",12,"R",24,"R",31,"R",17,"R",14,"R",1,"R",1,"R",0,"R",1007,"R",503,"R",504,"R",35,"R",13,"R",22,"R",1,"R",1,"R",0,"R",8,"R",4,"R",4
106458,"R",3886,"R",1264,"R",2622,"R",20,"R",4,"R",16,"R",20,"R",7,"R",13,"R",490,"R",128,"R",362,"R",58,"R",11,"R",47,"R",3,"R",1,"R",2,"R",2999,"R",990,"R",2009,"R",44,"R",10,"R",34,"R",84,"R",20,"R",64,"R",168,"R",93,"R",75
106467,"R",2261,"R",883,"R",1378,"R",35,"R",16,"R",19,"R",33,"R",14,"R",19,"R",119,"R",51,"R",68,"R",82,"R",39,"R",43,"R",0,"R",0,"R",0,"R",1908,"R",722,"R",1186,"R",15,"R",5,"R",10,"R",0,"R",0,"R",0,"R",69,"R",36,"R",33
106485,"R",682,"R",245,"R",437,"R",2,"R",0,"R",2,"R",4,"R",2,"R",2,"R",206,"R",55,"R",151,"R",10,"R",5,"R",5,"R",1,"R",0,"R",1,"R",455,"R",181,"R",274,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0
106494,"R",35,"R",2,"R",33,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28,"R",1,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106546,"R",404,"R",51,"R",353,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",76,"R",5,"R",71,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",309,"R",45,"R",264,"R",12,"R",0,"R",12,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
106625,"R",582,"R",257,"R",325,"R",5,"R",2,"R",3,"R",2,"R",1,"R",1,"R",11,"R",8,"R",3,"R",7,"R",6,"R",1,"Z",0,"Z",0,"Z",0,"R",554,"R",238,"R",316,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
106704,"R",2009,"R",738,"R",1271,"R",15,"R",4,"R",11,"R",28,"R",14,"R",14,"R",222,"R",95,"R",127,"R",52,"R",19,"R",33,"R",1,"R",1,"R",0,"R",1508,"R",517,"R",991,"R",19,"R",9,"R",10,"R",65,"R",28,"R",37,"R",99,"R",51,"R",48
106713,"R",130,"R",76,"R",54,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",22,"R",10,"R",12,"R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"R",96,"R",58,"R",38,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1
106795,"R",291,"C",125,"C",166,"R",4,"R",1,"R",3,"R",2,"R",1,"R",1,"R",52,"C",14,"C",38,"R",31,"R",14,"R",17,"R",1,"R",0,"R",1,"R",199,"C",94,"C",105,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106810,"R",26,"R",10,"R",16,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",9,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
106829,"R",169,"R",105,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105,"R",68,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60,"R",33,"R",27,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106883,"R",243,"R",91,"R",152,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0,"R",95,"R",38,"R",57,"R",11,"R",10,"R",1,"R",0,"R",0,"R",0,"R",133,"R",39,"R",94,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0
106892,"R",203,"R",15,"R",188,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",154,"R",12,"R",142,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0,"R",41,"R",2,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
106908,"R",204,"R",14,"R",190,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",35,"R",2,"R",33,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",154,"R",11,"R",143,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
106980,"R",483,"R",164,"R",319,"R",1,"R",1,"Z",0,"R",10,"R",4,"R",6,"R",43,"R",16,"R",27,"R",18,"R",8,"R",10,"Z",0,"Z",0,"Z",0,"R",385,"R",126,"R",259,"Z",0,"Z",0,"Z",0,"R",26,"R",9,"R",17,"R",0,"R",0,"Z",0
106999,"R",450,"R",112,"R",338,"R",5,"R",2,"R",3,"R",4,"R",2,"R",2,"R",14,"R",2,"R",12,"R",9,"R",1,"R",8,"R",0,"R",0,"R",0,"R",393,"R",101,"R",292,"R",25,"R",4,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107044,"R",1254,"R",535,"R",719,"R",4,"Z",0,"R",4,"R",25,"R",13,"R",12,"R",57,"R",34,"R",23,"R",22,"R",8,"R",14,"Z",0,"Z",0,"Z",0,"R",1033,"R",430,"R",603,"R",23,"R",6,"R",17,"R",3,"R",3,"R",0,"R",87,"R",41,"R",46
107071,"R",791,"R",262,"R",529,"R",1,"R",1,"R",0,"R",4,"R",1,"R",3,"R",112,"R",38,"R",74,"R",27,"R",13,"R",14,"R",0,"R",0,"R",0,"R",602,"R",191,"R",411,"R",24,"R",7,"R",17,"R",3,"R",0,"R",3,"R",18,"R",11,"R",7
107080,"R",328,"R",147,"R",181,"R",2,"R",0,"R",2,"R",11,"R",7,"R",4,"R",10,"R",4,"R",6,"R",15,"R",9,"R",6,"R",0,"R",0,"R",0,"R",252,"R",109,"R",143,"R",2,"R",2,"R",0,"R",19,"R",6,"R",13,"R",17,"R",10,"R",7
107099,"R",37,"R",3,"R",34,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",4,"Z",0,"R",4,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",28,"R",2,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
107123,"R",27,"R",6,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",6,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
107141,"R",611,"R",257,"R",354,"R",8,"R",5,"R",3,"R",7,"R",4,"R",3,"R",15,"R",6,"R",9,"R",22,"R",11,"R",11,"R",0,"R",0,"R",0,"R",500,"R",203,"R",297,"R",21,"R",9,"R",12,"R",15,"R",7,"R",8,"R",23,"R",12,"R",11
107211,"R",17,"R",2,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
107220,"R",230,"R",15,"R",215,"R",2,"R",0,"R",2,"R",3,"R",0,"R",3,"R",18,"R",4,"R",14,"R",27,"R",1,"R",26,"R",2,"R",0,"R",2,"R",175,"R",10,"R",165,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
