UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
176071,"R",1806,"R",769,"R",1037,"R",14,"R",5,"R",9,"R",45,"R",22,"R",23,"R",362,"R",138,"R",224,"R",44,"R",13,"R",31,"R",3,"R",1,"R",2,"R",1246,"R",555,"R",691,"R",27,"R",9,"R",18,"R",65,"R",26,"R",39,"Z",0,"Z",0,"Z",0
176080,"R",4178,"R",2066,"R",2112,"R",19,"R",8,"R",11,"R",38,"R",22,"R",16,"R",631,"R",227,"R",404,"R",63,"R",27,"R",36,"R",5,"R",4,"R",1,"R",3171,"R",1642,"R",1529,"R",37,"R",15,"R",22,"R",50,"R",25,"R",25,"R",164,"R",96,"R",68
176169,"R",633,"R",225,"R",408,"R",2,"R",2,"R",0,"R",2,"R",1,"R",1,"R",72,"R",17,"R",55,"R",3,"R",1,"R",2,"R",1,"R",0,"R",1,"R",548,"R",203,"R",345,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0
176178,"R",912,"R",303,"R",609,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",254,"R",75,"R",179,"R",14,"R",4,"R",10,"R",4,"R",2,"R",2,"R",628,"R",217,"R",411,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0
176239,"R",848,"R",299,"R",549,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",264,"R",109,"R",155,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",581,"R",190,"R",391,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
176318,"R",154,"R",40,"R",114,"R",0,"Z",0,"R",0,"R",1,"Z",0,"R",1,"R",140,"R",35,"R",105,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",10,"R",5,"R",5
176336,"R",12,"R",7,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",5,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
176354,"R",450,"R",179,"R",271,"R",3,"R",3,"R",0,"R",3,"R",0,"R",3,"R",151,"R",65,"R",86,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",289,"R",109,"R",180,"R",2,"R",2,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
176372,"R",3380,"R",1193,"R",2187,"R",3,"R",1,"R",2,"R",33,"R",11,"R",22,"R",788,"R",249,"R",539,"R",80,"R",32,"R",48,"R",2,"R",2,"R",0,"R",2352,"R",848,"R",1504,"R",36,"R",6,"R",30,"R",12,"R",6,"R",6,"R",74,"R",38,"R",36
176390,"R",106,"R",8,"R",98,"Z",0,"Z",0,"Z",0,"R",7,"R",3,"R",4,"R",85,"R",4,"R",81,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
176406,"R",142,"R",47,"R",95,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",139,"R",46,"R",93,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1
176451,"R",28,"R",24,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23,"R",22,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
176479,"R",1180,"R",287,"R",893,"R",3,"Z",0,"R",3,"R",14,"R",4,"R",10,"R",330,"R",63,"R",267,"R",14,"R",2,"R",12,"R",4,"Z",0,"R",4,"R",793,"R",204,"R",589,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",14,"R",8
176549,"R",121,"R",10,"R",111,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",52,"R",3,"R",49,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"R",57,"R",4,"R",53,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
176600,"R",33,"R",14,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",31,"R",13,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0
176619,"R",88,"R",49,"R",39,"R",1,"R",1,"R",0,"R",4,"R",2,"R",2,"R",4,"R",2,"R",2,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",74,"R",41,"R",33,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0
176628,"R",466,"R",158,"R",308,"R",2,"R",2,"Z",0,"R",7,"R",2,"R",5,"R",56,"R",16,"R",40,"R",24,"R",12,"R",12,"R",3,"Z",0,"R",3,"R",326,"R",97,"R",229,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",43,"R",29,"R",14
176637,"R",304,"R",237,"R",67,"R",1,"R",1,"Z",0,"R",5,"R",5,"Z",0,"R",106,"R",71,"R",35,"R",2,"R",1,"R",1,"R",2,"R",2,"Z",0,"R",175,"R",147,"R",28,"Z",0,"Z",0,"Z",0,"R",13,"R",10,"R",3,"Z",0,"Z",0,"Z",0
176664,"R",72,"R",50,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",3,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",66,"R",47,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
176716,"R",70,"R",3,"R",67,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",5,"Z",0,"R",5,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",61,"R",2,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
176770,"R",213,"R",21,"R",192,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",207,"R",21,"R",186,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
176789,"R",61,"R",39,"R",22,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57,"R",37,"R",20,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
176798,"R",165,"R",68,"R",97,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",8,"R",9,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",146,"R",60,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
176910,"R",80,"R",36,"R",44,"R",2,"R",1,"R",1,"R",2,"R",2,"Z",0,"R",3,"R",1,"R",2,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",68,"R",27,"R",41,"Z",0,"Z",0,"Z",0,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"Z",0
176947,"R",260,"R",113,"R",147,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",12,"R",9,"R",3,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",221,"R",88,"R",133,"R",0,"R",0,"R",0,"R",13,"R",6,"R",7,"R",7,"R",7,"R",0
176965,"R",2595,"R",1070,"R",1525,"R",11,"R",2,"R",9,"R",23,"R",8,"R",15,"R",150,"R",59,"R",91,"R",48,"R",18,"R",30,"R",8,"R",4,"R",4,"R",2009,"R",786,"R",1223,"R",13,"R",4,"R",9,"R",136,"R",53,"R",83,"R",197,"R",136,"R",61
176983,"R",70,"R",65,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",62,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
176992,"R",13,"R",0,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177038,"R",133,"R",89,"R",44,"R",1,"Z",0,"R",1,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",93,"R",64,"R",29,"R",4,"R",2,"R",2,"R",25,"R",15,"R",10,"Z",0,"Z",0,"Z",0
177056,"R",59,"R",16,"R",43,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46,"R",13,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177065,"R",4501,"R",2011,"R",2490,"R",38,"R",18,"R",20,"R",72,"R",47,"R",25,"R",853,"R",359,"R",494,"R",318,"R",153,"R",165,"R",17,"R",9,"R",8,"R",2579,"R",1170,"R",1409,"R",46,"R",20,"R",26,"R",532,"R",210,"R",322,"R",46,"R",25,"R",21
177083,"R",24,"R",24,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
177092,"R",103,"R",101,"R",2,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",91,"R",90,"R",1,"R",0,"R",0,"R",0,"R",9,"R",8,"R",1,"R",0,"R",0,"R",0
177117,"R",112,"R",0,"R",112,"R",1,"R",0,"R",1,"R",6,"R",0,"R",6,"R",3,"R",0,"R",3,"R",4,"R",0,"R",4,"R",0,"R",0,"Z",0,"R",73,"R",0,"R",73,"R",2,"R",0,"R",2,"R",0,"R",0,"Z",0,"R",23,"R",0,"R",23
177126,"R",164,"R",127,"R",37,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"R",5,"R",4,"R",1,"R",2,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",134,"R",104,"R",30,"R",2,"R",1,"R",1,"R",1,"R",1,"Z",0,"R",12,"R",7,"R",5
177135,"R",749,"R",285,"R",464,"R",11,"R",2,"R",9,"R",6,"R",3,"R",3,"R",7,"R",5,"R",2,"R",36,"R",18,"R",18,"R",3,"R",3,"R",0,"R",653,"R",243,"R",410,"R",5,"R",1,"R",4,"R",15,"R",3,"R",12,"R",13,"R",7,"R",6
177144,"R",124,"R",55,"R",69,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",8,"R",6,"R",2,"R",4,"R",3,"R",1,"R",1,"R",0,"R",1,"R",102,"R",41,"R",61,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2
177214,"R",1110,"R",370,"R",740,"R",4,"R",0,"R",4,"R",13,"R",4,"R",9,"R",37,"R",18,"R",19,"R",32,"R",11,"R",21,"R",1,"R",0,"R",1,"R",992,"R",318,"R",674,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"R",25,"R",17,"R",8
177250,"R",473,"R",160,"R",313,"R",1,"R",1,"Z",0,"R",2,"R",1,"R",1,"R",4,"R",2,"R",2,"R",2,"R",0,"R",2,"Z",0,"Z",0,"Z",0,"R",457,"R",153,"R",304,"R",1,"Z",0,"R",1,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0
177278,"R",33,"R",14,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",6,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19,"R",6,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1
177287,"R",105,"R",2,"R",103,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",55,"R",2,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49,"R",0,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177302,"R",519,"R",237,"R",282,"R",3,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",121,"R",47,"R",74,"R",32,"R",15,"R",17,"R",1,"Z",0,"R",1,"R",348,"R",166,"R",182,"R",8,"R",5,"R",3,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0
177339,"R",518,"R",209,"R",309,"R",4,"R",1,"R",3,"R",8,"R",4,"R",4,"R",11,"R",7,"R",4,"R",12,"R",7,"R",5,"R",0,"R",0,"R",0,"R",446,"R",175,"R",271,"R",9,"R",6,"R",3,"R",28,"R",9,"R",19,"R",0,"R",0,"R",0
177418,"R",634,"R",181,"R",453,"R",2,"R",2,"R",0,"R",5,"R",0,"R",5,"R",126,"R",33,"R",93,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",438,"R",120,"R",318,"R",1,"R",1,"R",0,"R",15,"R",5,"R",10,"R",36,"R",16,"R",20
177427,"R",59,"R",13,"R",46,"R",1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",52,"R",10,"R",42,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177436,"R",25,"R",6,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25,"R",6,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177472,"R",2726,"R",1166,"R",1560,"R",29,"R",9,"R",20,"R",33,"R",14,"R",19,"R",43,"R",18,"R",25,"R",47,"R",16,"R",31,"Z",0,"Z",0,"Z",0,"R",2523,"R",1086,"R",1437,"R",8,"R",1,"R",7,"R",40,"R",21,"R",19,"R",3,"R",1,"R",2
177542,"R",265,"R",94,"R",171,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",10,"R",6,"R",4,"R",7,"R",5,"R",2,"R",2,"R",1,"R",1,"R",223,"R",64,"R",159,"R",4,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",17,"R",15,"R",2
177551,"R",162,"R",58,"R",104,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",131,"R",46,"R",85,"R",2,"R",0,"R",2,"Z",0,"Z",0,"Z",0,"R",26,"R",12,"R",14,"R",3,"Z",0,"R",3,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0
177579,"R",255,"R",63,"R",192,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",35,"R",14,"R",21,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"R",213,"R",45,"R",168,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
177588,"R",14,"R",2,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",2,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
177603,"R",42,"R",1,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",34,"Z",0,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
177676,"R",834,"R",338,"R",496,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",10,"R",6,"R",4,"R",11,"R",3,"R",8,"R",1,"R",1,"Z",0,"R",792,"R",320,"R",472,"Z",0,"Z",0,"Z",0,"R",14,"R",6,"R",8,"R",2,"R",1,"R",1
177685,"R",23,"R",1,"R",22,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18,"R",1,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177719,"R",445,"R",50,"R",395,"R",1,"R",0,"R",1,"R",17,"R",2,"R",15,"R",25,"R",5,"R",20,"R",11,"R",3,"R",8,"R",4,"R",0,"R",4,"R",354,"R",36,"R",318,"R",9,"R",1,"R",8,"R",23,"R",3,"R",20,"R",1,"R",0,"R",1
177746,"R",166,"R",64,"R",102,"R",4,"R",2,"R",2,"R",6,"R",1,"R",5,"R",5,"R",3,"R",2,"R",12,"R",5,"R",7,"R",0,"R",0,"R",0,"R",116,"R",44,"R",72,"R",0,"R",0,"R",0,"R",21,"R",9,"R",12,"R",2,"R",0,"R",2
177816,"R",19,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0
177834,"R",1129,"R",480,"R",649,"R",17,"R",8,"R",9,"R",118,"R",44,"R",74,"R",46,"R",21,"R",25,"R",55,"R",25,"R",30,"R",6,"R",4,"R",2,"R",759,"R",324,"R",435,"R",24,"R",10,"R",14,"R",63,"R",27,"R",36,"R",41,"R",17,"R",24
177870,"R",12,"R",12,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",12,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
177931,"R",23,"R",6,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",6,"R",15,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
177940,"R",451,"R",154,"R",297,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",144,"R",54,"R",90,"R",5,"Z",0,"R",5,"R",1,"Z",0,"R",1,"R",273,"R",88,"R",185,"R",1,"R",1,"Z",0,"R",9,"R",5,"R",4,"R",15,"R",4,"R",11
177968,"R",3006,"R",1138,"R",1868,"R",10,"R",1,"R",9,"R",11,"R",4,"R",7,"R",544,"R",119,"R",425,"R",86,"R",38,"R",48,"R",7,"R",4,"R",3,"R",1950,"R",762,"R",1188,"R",71,"R",28,"R",43,"R",70,"R",32,"R",38,"R",257,"R",150,"R",107
177977,"R",466,"R",412,"R",54,"R",2,"R",0,"R",2,"R",1,"R",1,"R",0,"R",10,"R",10,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",445,"R",396,"R",49,"R",0,"R",0,"R",0,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0
177986,"R",439,"R",263,"R",176,"R",0,"R",0,"Z",0,"R",8,"R",6,"R",2,"R",11,"R",8,"R",3,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0,"R",397,"R",235,"R",162,"R",7,"R",5,"R",2,"R",2,"R",2,"R",0,"R",8,"R",3,"R",5
177995,"R",2386,"R",1026,"R",1360,"R",5,"R",2,"R",3,"R",59,"R",22,"R",37,"R",271,"R",94,"R",177,"R",138,"R",59,"R",79,"R",7,"R",2,"R",5,"R",1721,"R",769,"R",952,"R",108,"R",49,"R",59,"R",77,"R",29,"R",48,"Z",0,"Z",0,"Z",0
178004,"R",56,"R",6,"R",50,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",6,"R",0,"R",6,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",43,"R",6,"R",37,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
178059,"R",940,"R",238,"R",702,"R",4,"R",2,"R",2,"R",14,"R",2,"R",12,"R",50,"R",10,"R",40,"R",10,"R",3,"R",7,"Z",0,"Z",0,"Z",0,"R",761,"R",196,"R",565,"R",4,"Z",0,"R",4,"R",84,"R",21,"R",63,"R",13,"R",4,"R",9
178077,"R",107,"R",2,"R",105,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98,"R",1,"R",97,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
178110,"R",77,"R",5,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70,"R",5,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
178183,"R",126,"C",36,"C",90,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",20,"R",6,"R",14,"R",1,"R",1,"Z",0,"R",0,"Z",0,"Z",0,"R",104,"C",29,"C",75,"R",1,"Z",0,"R",1,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0
178208,"R",209,"R",166,"R",43,"R",4,"R",4,"R",0,"R",69,"R",42,"R",27,"R",4,"R",3,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",123,"R",109,"R",14,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",7,"R",6,"R",1
178217,"R",623,"R",244,"R",379,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",8,"R",6,"R",2,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",586,"R",231,"R",355,"R",2,"Z",0,"R",2,"R",19,"R",6,"R",13,"R",2,"Z",0,"R",2
178226,"R",213,"R",79,"R",134,"R",1,"R",0,"R",1,"R",4,"R",3,"R",1,"R",32,"R",6,"R",26,"R",86,"R",32,"R",54,"R",0,"R",0,"R",0,"R",50,"R",25,"R",25,"R",6,"R",2,"R",4,"R",34,"R",11,"R",23,"R",0,"R",0,"R",0
178244,"R",838,"R",266,"R",572,"R",3,"R",3,"Z",0,"R",7,"R",5,"R",2,"R",51,"R",21,"R",30,"R",13,"R",7,"R",6,"R",1,"R",1,"Z",0,"R",742,"R",214,"R",528,"R",5,"R",2,"R",3,"R",6,"R",3,"R",3,"R",10,"R",10,"Z",0
178262,"R",41,"R",0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40,"R",0,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
178305,"R",476,"R",45,"R",431,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",281,"R",26,"R",255,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",149,"R",13,"R",136,"R",7,"R",0,"R",7,"R",32,"R",4,"R",28,"R",0,"R",0,"R",0
178314,"R",25,"R",19,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15,"R",12,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",7,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
178341,"R",924,"R",333,"R",591,"R",31,"R",8,"R",23,"R",11,"R",3,"R",8,"R",19,"R",12,"R",7,"R",27,"R",11,"R",16,"R",2,"Z",0,"R",2,"R",770,"R",277,"R",493,"R",1,"R",0,"R",1,"R",47,"R",18,"R",29,"R",16,"R",4,"R",12
178350,"R",24,"R",22,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
178369,"R",207,"R",92,"R",115,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",31,"R",22,"R",9,"R",16,"R",5,"R",11,"R",0,"R",0,"R",0,"R",130,"R",47,"R",83,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",26,"R",18,"R",8
178387,"R",790,"R",321,"R",469,"R",8,"R",1,"R",7,"R",3,"R",1,"R",2,"R",48,"R",25,"R",23,"R",10,"R",6,"R",4,"R",0,"R",0,"R",0,"R",663,"R",261,"R",402,"R",19,"R",9,"R",10,"R",29,"R",13,"R",16,"R",10,"R",5,"R",5
178396,"R",7440,"R",3234,"R",4206,"R",30,"R",13,"R",17,"R",170,"R",82,"R",88,"R",423,"R",161,"R",262,"R",133,"R",54,"R",79,"R",3,"R",2,"R",1,"R",5890,"R",2524,"R",3366,"R",74,"R",28,"R",46,"R",217,"R",102,"R",115,"R",500,"R",268,"R",232
178402,"R",3246,"R",1414,"R",1832,"R",7,"R",3,"R",4,"R",213,"R",101,"R",112,"R",261,"R",105,"R",156,"R",124,"R",60,"R",64,"R",4,"R",1,"R",3,"R",2107,"R",872,"R",1235,"R",24,"R",9,"R",15,"R",268,"R",122,"R",146,"R",238,"R",141,"R",97
178411,"R",1901,"R",1472,"R",429,"R",12,"R",8,"R",4,"R",48,"R",36,"R",12,"R",74,"R",58,"R",16,"R",41,"R",34,"R",7,"R",5,"R",5,"R",0,"R",1248,"R",964,"R",284,"R",3,"R",2,"R",1,"R",98,"R",75,"R",23,"R",372,"R",290,"R",82
178420,"R",2953,"R",1115,"R",1838,"R",6,"R",2,"R",4,"R",96,"R",47,"R",49,"R",397,"R",93,"R",304,"R",69,"R",28,"R",41,"R",1,"R",0,"R",1,"R",1985,"R",773,"R",1212,"R",19,"R",5,"R",14,"R",235,"R",105,"R",130,"R",145,"R",62,"R",83
